,v_id,v_title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
22,hR7bt6PWf9U,Ustad Amir Khan - Raga Miyan Ki Malhar,7535,131,1,0,8
23,rYLj9nKmfP4,"Ustad amir khan miya ki todi,gujri todi (AIR)",356,17,0,0,2
24,aZtFLrA9N4Q,Suprabhat | Ustad Amir Khan | Hindustani Classical Vocalist,375,28,0,0,2
25,og72TOdRtUo,Ustad Amir Khan- Raga Shree,4047,89,1,0,6
26,dyaqGnJoVxc,Ustad Amir Khan raag basant,6240,112,3,0,7
27,dM07DpKeVGg,Tabla - Teentaal - Ustad Amir Hussain Khan,9449,245,5,0,8
28,qvkNiYetVbc,Ustad Amir Khan - Raga Bageshri # 3,9149,144,1,0,12
29,ovBvoTrzzUE,Ustad Amir Khan Raga Bhairav,14981,181,2,0,9
30,x6__QcffeBA,Raag Darbari (Khayal Gaiki) by Ustad Ameer KhanSaheb,23274,284,4,0,47
31,tSdr-wYZ864,Ustad Amir Khan | Raag Shuddha Kalyan,691,33,0,0,2
32,PHqpiqay-Y8,"PART 1. Indore Gharana--The Gayaki of Ustad Amir Khan Saheb, Bindu Chawla intv.by Manjari Sinha.",14458,371,17,0,34
33,Crwj1Ze2T-A,Ustad Amir Khan- Raag Nat Bhairav,47434,513,23,0,38
34,nltLeUx2s3A,ustad amirkhan-raag darbari-dhruth ending with a persian composition,98161,953,32,0,110
35,dny6WvFIqV8,Ustad Amir Khan - Raga Bairagi Bhairab,11742,164,7,0,12
36,q7k__sVxWXQ,Ustad Amir Khan - Raga Jog,85072,950,48,0,84
37,iWfIfcvaSIk,Ustad Amir Khan Raga Charukeshi,36345,377,17,0,32
38,emhObYXb9KU,Ustad Amir Khan Abhogi,8119,178,6,0,14
39,46DNJWHgGSk,Ustad Amir Khan Live in London,62362,741,35,0,94
40,BYAJQeBXE40,Ustad Amir Khan- Raga Lalit -live,13720,143,4,0,11
41,CKZhSNJn9vA,Kuchh Iss Ada se Aaj Voh - Ustad Ameer Ali Khan - DJ2016,408744,4708,196,0,337
42,YXTOz5fcdwU,Ustad Amir Khan  Raga Marwa,21606,205,5,0,35
43,O-MP-SqYUMo,Raga Bairagi - Ustad Amir Khan,10324,132,1,0,15
44,qMJ8Yr9U5Ss,Ustad Amir Khan- Raag- Shuddh Sarang,33655,319,16,0,36
45,EsHrMLK7mrQ,Ustad Amir Khan  Raga Basant Mukhari,37450,495,26,0,24
46,dk7nwBQ26bY,Ustad Amir Khan- Raga Puriya # 3,12518,194,6,0,13
47,1Y7RuDKenj4,Raga Shree - Ustad Amir Khan,43737,426,19,0,39
48,6NIxbswJ4lw,Ustad Amir Khan || Raag Marwa || Bada Khayal || AIR Kolkata Recording ||,943,38,0,0,4
49,si1K1h9gzFs,Ustad Amir Khan_Miyan Ki Todi,29545,303,11,0,44
,v_id,v_title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
0,vpHpiiPmdRI,Humko Kisi Ke Gham Ne Maara - Ghulam Ali - Ghazal Songs - Mehfil Mein Baar Baar,22081966,114834,9114,0,31
1,j3_CkTWf5HE,Best Of Ghulam Ali Songs - Part 1 - Hit Ghazal Collection,11368078,42430,7179,0,2121
2,2VrdDgWjI8w,Hum Tere Shahar Mein Aaye Hain - Ghulam Ali,45787307,247848,24966,0,16924
3,Py_FIHwPIZI,Chupke chupke Raat din aansu bahana yaad hai {छुपके छुपके रात दिन }Ghulam ali|,20926616,151468,9715,0,10159
4,mPh8ohcLzsE,Ghulam Ali Greatest Ghazal Hits | Pakistani Romantic Sad Ghazals,1685431,11910,1483,0,400
5,8G32hS635uE,Ghulam Ali: Ghazal: Hungama Hai Kyon Barpa: Lyrics: Akbar Allahabadi,3181230,30978,1570,0,2132
6,qAHtfr917KM,Humko Kisi Ke Gham Ne Maara (HD) - Ghulam Ali Khan Songs - Superhit Ghazal - Musical Maestros,531097,4794,348,0,120
7,TzQVBZhNRUM,Chamakte Chand Ko Lyrical Video | Ghulam Ali | Anil Kapoor | Awaargi Movie Song,9197785,48116,4421,0,2355
8,AfAJC8ioVus,Mehfil Mein Baar Baar Kisi Par Nazar Gai - Ghulam Ali | Evergreen Ghazals | Nupur Audio,5767631,45634,4139,0,2457
9,efHAw_4UiBU,Ustad Ghulam Ali,597601,7408,494,0,387
10,BitMSJTZ464,Yeh Dil Ye Pagal Dil Mera (Awargi) | Shaam-E-Ghazal | Ghulam Ali | Mohsin Naqvi | Romantic Ghazal,4085552,25678,1644,0,984
11,Rlbi0PHJUV4,"Chupke Chupke Raat Din - HD वीडियो सोंग - गुलाम अली, सलमा आग़ा - राज बब्बर",7883575,47117,3340,0,1781
12,DuwEOYn_ZRo,Humko Kisi Ke Gham Ne Maara - Ghulam Ali | Evergreen Ghazals | Nupur Audio,106503,991,53,0,35
13,8dUU1K7WGm8,Hungama Hai Kyon Barpa Thodi Si Jo Pee Li Hai //Ghulam Ali // Old Music Song,8105289,46782,3639,0,2672
14,OUM8ij5ghd4,Mehfil Mein Baar Baar Kisi Par Nazar Gai | सुपरहिट ग़ज़ल | Ghulam Ali | Ghazal Song,45833,530,24,0,23
15,4Per3N4fl2Y,Awargi Ghulam Ali,4375748,15338,1474,0,1049
16,4m4dOMaUcZw,Yeh Kaun Aa Gayee Dilruba Mehaki - Ghulam Ali Ghazal,3977040,18096,1726,0,327
17,nj3qWBoxDVk,Chupke Chupke Raat Din Aasoo Bahana Yaad Hai - Ustad Ghulam Ali Famous Ghaza l From Nikaah,39776,348,31,0,5
18,9tAApENMuFc,Humko Kisi Ke Gham Ne Maara | Ghulam Ali | Ghazal Songs | Nupur Audio,38345,358,20,0,17
19,89yCZNuHlzI,Most Popular Gazal | Jaane Wale | Ghulam Ali | Fiza Records,1887261,35513,926,0,902
20,rKY-EFdDJMY,Gulamali Khan Sahab - Gazal Samrat  सबसे अच्छे      बेस्ट सिंगर,9969055,75144,9661,0,2971
21,EwAxJbaUZtc,Teri Yaad...Yaad...Yaad | Bewafaa | Anil Kapoor | Kareena Kapoor | Ghulam Ali | Nadeem Sharan,200540194,745155,107525,0,41308
22,TfMsO7Sg348,Ghulam Ali (Old Program-Mumbai),1954,92,2,0,
23,ccUHqLtDQ6g,India cordons off Kashmir villages,3674426,15607,2160,0,557
24,vL3BwIs3xbI,Itna Toota Hoon Keh Chhoonay Se Bikhar Jaoon Ga - Ghulam Ali.flv,8349110,50928,4214,0,3680
25,cfrFoNhwFxw,Hum Tere Shahar Mein Aaye Hain - Ghulam Ali Ghazal,2541207,7001,1134,0,215
26,7JlZlQHqUbc,Best Of Ghulam Ali Ghazals Vol 1 - Popular Hindi Ghazals Hits Collection - Musical Maestros,769264,5547,729,0,280
27,ftEzdVJWdDA,GAJALU TI THULA THULA AANKHA &quot;गाजलु ति ठुला ठुला आँखा&quot; | Ghulam Ali | Old Nepali Song,8997506,54557,2382,0,2419
28,gDGQDLFLCKs,Apni Dhun Mein - Ghulam Ali Songs - Ghazal - Mehfil Mein Baar Baar,4657992,25861,1999,0,12
29,FvLjF-1eZ68,Ghulam Ali pays respects to Jagjit Singh,165377,1089,40,0,34
30,WUpUcPHDDK4,01. Aye Naa Balam - Ustad Bade Ghulam Ali Khan,277582,4663,85,0,233
31,Pq-lcyiKfuM,Karon Na Yaad Magar Kis Tarah Bhulaon Ussey By Ghulam Ali Album Together Vol 02 By Iftikhar Sultan,8929,248,7,0,0
32,DTUFbcg09to,Humko Kiske Gham Ne Maara by Ghulam Ali Khan | Famous Pakistani Ghazal | Pakistani Sad Song,5767224,47880,2796,0,1859
33,IsI-x3s2XG4,Hamen to Ab Bhi woh Guzara Zamana Yaad Aata Hai - Ghulam Ali,4879009,31869,2116,0,2000
34,1rm9_YA_NqM,Tu Kahi Bhi Rahe - Ghulam Ali,5883777,45099,3272,0,2731
35,qDZ6oqW6JCM,Hungama Hai Kyon Barpa Thodi Si Jo Pee Li Hai | Ghulam Ali | Manoj Bajape Ray Web Series Songs,282564,5015,115,0,176
36,-Rq1hdQNqLU,Koi Samjhaye Yeh Kya Rang Hai Maikhane Ka By Ghulam Ali Album Awargi Vol 01 Live By Iftikhar Sultan,8841,138,5,0,12
37,MzGMlk4nEcI,Hum tere shahar mein aaye hain musafir ki tarah | Ghulam Ali Ghazals | Pulkit Kumar Divyansh Thakur,58,6,0,0,4
38,kXY8o-fGcQY,Humko Kiske Gham Ne Maara (Lyrical) | Ghulam Ali Khan | Ghazal Songs | Nupur Audio,373919,2222,126,0,87
39,tZvkYQasnDM,Shad Ghulam Ali (Private Mahfil)... کـم گـو سخـن کــه خــاطـر دلــدار نـازک اســت,101056,663,26,0,51
40,58__ilxoUIc,patta patta boota boota by Ghulam Ali,19039,70,2,0,8
41,Ju70nHZICn8,Sangeet Battle | Audition in lahore | City 42 news ustad Ghulam ali khan 26 july 2021,52,11,0,0,4
42,eAWd2A68bAs,Ghulam Ali in Aap Ki Adalat (Part 1),1897877,17874,1126,0,993
43,9O9-6qJckxo,Mehfil Mein Baar Baar সেরা গজল Best Of Ghulam Ali Ghazals,15257,59,10,0,12
44,sCt14SzZRZs,Shaam Ke Saanwle Chehre Ko Nikhara Jaaye By Ghulam Ali Album Once More By Iftikhar Sultan,950,15,0,0,2
45,q7Bgur0htUQ,Meri Nazar Se Na Ho Door By Ghulam Ali Album Golden Collection Vol 2 By Iftikhar Sultan,5089,82,3,0,6
46,hi0zj6-tX2w,ghazal  ghulam ali:ae husn-e-beperwa tujhe shabnam kahun,33632,155,14,0,11
47,VoAlBP16mG8,Ghulam Ali - Dil mein Ik lehar si uthi hai abhi.flv....ADI MUGHAL,1872535,11678,815,0,846
48,aqhn4vKKqzw,Gulam Ali || Mehfil E Ghazal || Morari Bapu || गुलाम अली साहब की ज़िन्दगी की यादगार शम ||,767153,9104,1074,0,345
49,JxtGGq1D_do,Pee Ke Jab Hum Sharab Aate Hain By Ghulam Ali Album Aitebar By Iftikhar Sultan,1254,16,1,0,0
,v_id,v_title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
0,9dnrGdmAHTQ,Top 100 Songs of Kumar Sanu | कुमार साणु के 100 गाने  | HD Songs | Tujhe Dekha To | Ek Ladki Ko,3388127,13488,2095,0,493
1,JCxon49XWws,Kumar Sanu जी ने दिया &#39;Jab Kisi Ki Taraf&#39; पे जानदार Performance | Indian Idol Season 10,1267371,16890,446,0,466
2,hMcki_6FN0Y,LAUNCH OF LALIT PANDIT FLAMES SEASON2 WITH KUMAAR SHANU &amp; ABHIJIT BHATTACHARYA 02,68387,1458,88,0,253
3,SV-WZFkVyPg,LAUNCH OF LALIT PANDIT FLAMES SEASON2 WITH KUMAAR SHANU &amp; ABHIJIT BHATTACHARYA 01,2077,48,1,0,5
4,a_yo3ZLJgIA,क्या कभी ऐसा सांग सुना है कुमार shanu की आवाज़ में  Tumse achcha koun hai.....,82,1,1,0,2
5,6kCjUfk-l9E,Hits of Kumar Sanu | 90s Bollywood Songs | Kumar Sanu Evergreen Songs | Filmigaane,4593976,20947,4166,0,1075
6,UDs8mrf47o4,Kumar Sanu 51 Superhit Songs | कुमार सानू के 51 सुपरहिट गाने | Playback Singer | Music Of Bollywood,1077736,4318,805,0,130
7,xqE9NH23BW4,kuch na kho kumaar shanu,181,5,0,0,0
8,E79prc2gKzg,दिल का आलम। कुमार shanu,0,0,0,0,0
9,maTp8WKDMWs,Tu Meri zindagi- Hai - This Song ...dedicatedthis kumaar shanu,89,2,0,0,0
10,pgUqEOok_tQ,Meri Aashiqui - Ye Dua He Meri Rab Se | Kumaar Shanu | Alka Yagnik | Full HD Song,11,2,0,0,0
11,xn3hdkaZvu4,"beshak tum meri mohabbat ho...(Sangraam),Kumaar Shanu,Alka Yagnik,Kavita Krishnamurthy",736,4,0,0,2
12,DbWka2j0-Yc,Kumaar shanu se acha singar,23,2,0,0,0
13,bdM-jAQsKUI,Salman और Sanu जी का &#39;Jeeta Tha&#39; पे शानदार जुगलबंदी | Indian Idol Season 10,28407807,310584,12802,0,673
14,cAORLngnTF8,Kunwar badnaam and Kumaar shanu,211,32,0,0,2
15,Y7G-tYRzwYY,"&quot;Subha Hone Na De Full Song&quot;| Desi Boyz | Akshay Kumar ,John Abraham | Pritam |  Mika Singh, Kumaar",154156171,539799,31856,0,20176
16,yDeX3KVpWjg,Tum mile dil khile song by kumaar shanu I.m copy singer,9,1,0,0,0
17,T_lz2oYJCTQ,"Duplicate Udit Narayan and Kumar shanu, coversपहलीबार देखने को मिलेगा, स्टुडिओ रिकॉडिंग उदितलालाराम",446237,20069,1096,0,2183
18,-FQpZdMqXEs,Sapna Offers Her Support To Kumar Sanu | The Kapil Sharma Show Season 2 | Character Special,1715009,18344,1209,0,252
19,xRxr7x6GhKI,Sanu Da ने सबको अपनी Singing Journey बताई | Indian Idol Season 12,986535,12968,305,0,468
20,FzcunALb_lg,जब कोई baat biger जाए. कुमार shanu,0,0,0,0,0
21,doLWJAOgc7U,Kumaar shanu cover by puspendra singh11 November 2020,51,4,0,0,0
22,VVFL7N-H6ks,Tu Pyar Hain kisi or Ka|Kumaar Shanu|Cover Song |Special emoji play|LukkyMusicRockstar2020,187,39,4,0,12
23,ba7Oimwt4Kk,Neha Kakkar || Matlabi Yariyan Unplugged || Vipin Patwa || Kumaar Shanu || Indian Idol Live Show,13,6,0,0,3
24,aiRDQlN_afw,Salma Pe Dil Aaga Ya  - Phool Main Bheju Dil Ye - Kumar Shanu - Lata Mangeshkar,81593456,156264,36195,0,9385
25,8c0e0E0utUw,CHUDA KE DAMA (stetus cover by) PAVAN SHARMA.. (kumaar shanu),19,2,1,0,2
26,or83m1nZmsI,My frend singing kumaar shanu,13,3,0,0,0
27,6ZV5Yvsf9m8,Avanti ने दिया Sanu Da के साथ एक Lovely Duet Performance | Indian Idol Season 10,320962,3870,149,0,78
28,1fgYrVPMjCg,छोरयाऔ बारात तोरण पर आगी!! जर्दा गुटखा आगा छ रे!! Shanu kumar!! Marwadi tiktok Star!! rajasthani c.,178201,4525,237,0,82
29,SXKWHlgh9R0,kumar shanu New Shyam Bhajan,2445,66,0,0,3
30,wXjsj-LoKKg,Kumar Sanu ने किया Manish से एक Request! | Indian Idol | Celebrity Special,8365682,69452,3566,0,619
31,2YNb5U6dk5s,farmani naaj with kumar shanu &amp; neha kakkar mahi ve  farmani new song haal e dil first  music song,2763202,40370,2623,0,1326
32,I3QdrROGQdA,Carvaan/Weekend Classic Radio Show | Kumar Sanu Special | Tujhe Dekha To | Rooth Na Jana,1269873,12362,921,0,505
33,TuMe-28akrA,Kumar Sanu &amp; Alka Yagnik Duets {HD} JUKEBOX - Evergreen Romantic Songs of 90&#39;s,1477748,2870,798,0,133
34,X_WRTPAjDeE,मांग कर देख लो |  खाटू श्याम भजन | Kumar Shanu | Maang Kar Dekh Lo | New Shyam Bhajan,12500,368,6,0,33
35,FH14Ls9zTCc,#नाथु की सर्दी #नाथु की नई कोमेडी #shanu kumar9166  ll haryanvi Rajasthani comedy II #sardivideo,58649,2501,93,0,66
36,eqCTCcesZmw,Meenakshi Seshadri I Kumar Shanu:Alleged Relationship broke Their House,400322,1216,154,0,75
37,YBqgtPLPv4U,Payal - Mere Mehboob Meri Jaane Jigar - Kumar Shanu,8894774,15428,3010,0,819
38,KW3w10yvmZU,Payal - Mohabbat Na Karna - Bhagyashree - Kumar Shanu - Sadhna Sargam,12809650,21957,5102,0,2426
39,Mj5e-t_MT0w,KUMAR SHANU &amp; ABHIJIT BHATTACHARYA  LAUNCH OF LALIT PANDIT FLAMES SEASON 2,16047,438,15,0,61
40,PtCJm7uMcf0,Sanu Kehndi | Kesari | Akshay Kumar &amp; Parineeti Chopra | Romy &amp; Brijesh Shandilya | Tanishk | Kumaar,61596627,371918,27359,0,15955
41,aBP5IfS2GRk,Alka Yagnik और Kumar Sanu ने दिया धमाकेदार Performance  | Indian Idol | Celebrity Special,1805424,22714,855,0,456
42,0ITQsXK2sp4,Meri Aashiqui | Jubin Nautiyal | Cover By Raga,1789,207,3,0,97
43,YB0JSZxYQ9M,Jibone Amar Aro Achhe Gaan with lyrics | Kumar Shanu | Best Of Kumar Shanu | HD Song,1819117,6245,644,0,252
44,3Oc1Nrv-bOM,Mohabbat Na Karna -Payal - Bhagyashree - Kumar Shanu - Sadhna Sargam - Hindi Sad song || NV,27819105,70517,11370,0,2969
45,2v3Tf0c7BNU,DIL HAI KI MANTA NAHI-KUMAR SHANU,100,2,0,0,0
46,3lgYfSfIAek,Sanu Kehndi | Kesari | Akshay Kumar &amp; Parineeti Chopra | Romy &amp; Brijesh Shandilya | Tanishk | Kumaar,2332392,13039,1717,0,338
47,OaRArNAidaA,Kumar Shanu Romantic Song,74,12,0,0,0
48,6nqIfzATb0Q,Ager m bta du !! Kumaar shanu !! Cover,62,7,0,0,1
49,aFl3WByw-QA,#पतंग उडाये छोरी #नाथु को प्यार #shanu kumar9166  ll haryanvi Rajasthani comedy II #snack band,35934,2360,74,0,71
,v_id,v_title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
0,3xKAk2cff4c,BEST Songs Udit Narayan &amp; Alka Yagnik / Evergreen romantic songs / Awesome Duets - SUPERHIT JUKEBOX,91649313,657698,118441,0,23439
1,jiUqY0W1S8g,UDIT Narayan Best Songs _Evergreen Romantic Songs Of Udit Narayan _Hindi Collection 2020| Eric Davis,2124622,23788,2039,0,762
2,rovBtC9kny8,Udit Narayan Live Concert | The Magical Voice Of India,513579,6702,170,0,148
3,wz3sxV4O92U,&#39;Ae Ajnabi&#39; Udit के अंदाज़ मे! | Indian Idol Season 10,1063197,17972,309,0,63
4,mNvMe40aUWg,Udit Narayan | Jukebox | Rap Songs | Love Songs | Tamil Hits | Tamil Songs | Non Stop,1546771,18448,1028,0,891
5,BwNZTiMBwns,Top 50 songs of Udit Narayana | उदित नारायण के 50 हिट गाने | HD Songs | One Stop Jukebox,749869,2693,378,0,93
6,_emhzaj5mK0,Pawandeep Rajan &amp; Udit Narayan Duet 🔥 || Indian Idol 12 || Janam Dekh Lo Mit Gayi Dooriyan,2271315,57439,1024,0,1304
7,U2Phkx1QkyQ,udit narayan yuvan concert beautiful tamil singing,3298216,61556,834,0,2422
8,Ncqw5q6EX9Y,Udit Narayan और Abhijeet Bhattacharya ने की Swag से Entry Indian Idol पे | Indian Idol Season 12,841356,14409,294,0,245
9,A3MiXkv773k,Best Of Udit Narayan &amp; Songs Alka Yagnik 💖 EVERGREEN ROMANTIC SONGS_Awesome Duets _Superhit Jukebox,3313928,26643,3943,0,892
10,F65XvtI2lOM,#Kaho na pyar hai...#Udit Narayan and Alka Yagnik new live performance.#UditNarayanFansClub,2098612,20629,915,0,376
11,fghIm5xm-cM,Udit Narayan Superhit Telugu Video Songs - Jukebox,185141,1439,103,0,74
12,pgU51EQRdTw,BEST SONGS Udit Narayan &amp; Alka Yagnik | 90&#39;S Romantic Love Songs | Awesome Duets | Hindi Old Songs,9412508,67502,12002,0,1902
13,tqHm_IbdTO4,Humko Humise Chura Lo | Lata Mangeshkar Udit Narayan Live Hydrebad Concert | Mohabbatein,22464568,227893,12951,0,8198
14,JEl1vd1yXD0,উদিত নারায়ণ এর সেরা কিছু বাংলা গান|Best Of Udit Narayan Bengali Songs❤️,1043134,5722,955,0,185
15,W3ZzGYL6CCc,(Live)/ Kyon kisi Ko Wafa ke badle Wafa nahin milti/Tere Naam,391396,10241,160,0,211
16,McmXYxFXAGk,Udit Narayan - Biography in Hindi | उदित नारायण की जीवनी | सर्वश्रेष्ठ गायक | Life Story,1809249,15113,870,0,40
17,wb1YBkaQMic,Udit Narayan Non Stop Telugu Hit Songs || Jukebox || Birthday Special Hit Songs,57360,329,31,0,17
18,kTrSDMYsxUs,Super Hit Couple Songs (✔️2) Udit Narayan Vs Alka Yagnik Old Hindi Songs Bollywood 90&#39;s Evergreen,5589009,45851,6689,0,1241
19,l86SghO_AGw,Hai To Prema Ra Rangoli - Blackmail | Studio Making | Udit Narayan &amp; Diptirekha - New Odia Song 2018,34285003,164759,14602,0,9879
20,o_olMBOUbXY,Romantic Odia Song - Kemiti E Pabana Ta | Studio Version | Udit Narayan &amp; Lopamudra | ODIA HD,730634,5227,301,0,106
21,tn_WnuZljrI,Udit Narayan Hits | Chithi Mora Asilani &amp; other Evergreen Romantic Songs | Sidharth Music,2259053,17666,2028,0,544
22,jBsxC4hundU,Family Special में पधारे Udit और Deepa Narayan! | Indian Idol Season 12 | Best Moments,1325416,16654,473,0,37
23,1IOOlLHfRk8,UDIT NARAYAN ODIA ROMANTIC SONG| VOL-V |Top 10 odia romantic filmy song|NONSTOP HITS ALLTIME...,783647,4409,618,0,145
24,EzYEy-83UwY,Ho gaya hai tujhko to pyar sajna - Udit Narayana Live,1249958,6183,423,0,305
25,wjcroXxIrkw,Udit जी ने की Archana की तारीफ़ | The Kapil Sharma Show Season 2 | Best Moments,1374641,12719,825,0,190
26,Nt7N8sdfXfI,Udit Narayan - Romantic and Sad Songs Collections,490146,3367,454,0,154
27,bGfc2Hg8Q48,UDIT NARAYAN ODIA SONGS || VOL-VIII || TOP 10 ODIA ROMANTIC HIT FILMY SONGS || NONSTOP EVERGREEN...,1476444,5258,1013,0,192
28,14rSHl5TPMA,Conversation with Udit Narayan,75724,2077,76,0,144
29,JdiLEmRIN9I,Kumar sanu vs udit Narayana vs alka yeagin,5756,118,5,0,11
30,h7UI9i8rrlE,Voice of Udit Narayan Birthday Special Telugu Hits Audio Jukebox | Udit Narayan Telugu Hit Songs,20742,249,6,0,15
31,fLdTU_kBUnY,Udit जी ने Arunita को किया Stage पे Join! | Indian Idol Season 12,11777871,150546,3635,0,1138
32,BaaDNr--qeE,30 Bhajans by Udit Narayan | उदीत नारायण के भजन गीत | Jai Ganesh Jai Siddhivinayak | Har Har Mahadev,152059,1443,114,0,62
33,KE28HZZIFvQ,Best Udit Narayan &amp; Shreya Ghoshal Bengali Songs | 90&#39;s Romantic Bangla Songs || Bengali songs,371411,2569,250,0,44
34,4oX5HNJF7EY,Utkala Dibasa: Udit Narayan Sings &#39;Papa Kehte Hain&#39;,85423,1085,43,0,62
35,Qs20h7u7C7k,Udit Narayan Sings Mega Star Chiranjeevi Song | ABN Entertainment,71052,1689,15,0,37
36,HrHODCMnOo0,Sune add  free songs ... Hindi romantic gane...alka yagnik aur udit Narayana by music ki duniya,135597,778,168,0,39
37,7Jsm_Vc4drw,Udit Narayan |Jukebox |Melody Songs |Tamil songs |Tamil Hits,569964,6464,392,0,279
38,7ucZhIkgxWM,Best of udit narayan jha hindi Christian Songs Collection,264757,3156,187,0,143
39,N2-q7WJM7_Y,Super Singer Junior 07 02-08-2020 Ajay krishna Singing like Udit Narayana in Devotional Round,79449,2475,18,0,30
40,msx1ANBiNBo,Udit narayana | Abhijeet bhattacharya | Badi mushkil hai | Indian idol,231,8,0,0,0
41,Jq-RlwFafrE,Sare Prithvi Ke Log | Hindi Christian song by Udit Narayana | sargam Of Heaven (SOH),403,9,0,0,0
42,BwatY7JMk58,Arunita ने Udit Ji के साथ Stage पे किया Groove | Indian Idol Season 12,2236431,27055,898,0,770
43,cMJHOh6o4Vo,Hanuman Chalisa Of Udit Narayan,1213099,10526,656,0,1230
44,SOR7T_cef8w,I Love You Album By Udit Narayan - Non Stop Udit Narayan Romantic Song Collection,1621830,9387,1288,0,842
45,JO_xbxNqcL4,udit narayan in indian idol season12. 2021,81635,1518,32,0,21
46,i4m0jQXpLVQ,Udit Narayan and Lata Mangeshkar Super Hits Songs - 90 के सदाबहार हिंदी गाने   हिंदी पुराने गाने,455370,3334,391,0,105
47,FrcgdXgreIQ,Shreya ghoshal and Udit narayan Romantic songs ❤,223559,2312,184,0,75
48,Vl2iX-pMV2Q,Best Heart Touching Udit Narayan Hindi Collection - Old Romantic Songs - Udit Narayan SHreya ghoshal,143328,1561,130,0,49
49,AeEtQeY8B2E,Udit Narayan Enjoys Arunita&#39;s Performance On &#39;Ho Gaya Hai Tujhko&#39; | Indian Idol Season 12 | Uncut,58048,952,28,0,31
,v_id,v_title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
0,eY3m3ji1q84,"Tu Bhi Sataya Jayega (Official Video) Vishal Mishra | Aly Goni, Jasmin Bhasin | VYRL Originals",69684736,1326140,57961,0,109213
1,K0ibsAQTyRQ,"Aaj Bhi (Official Video) - Vishal Mishra | Ali Fazal, Surbhi Jyoti | VYRLOriginals",89653684,1457989,34052,0,45801
2,sLpS493fVgw,"Woh Chaand Kahan Se Laogi (Official Video) Vishal Mishra | Urvashi Rautela, Mohsin Khan |Muntashir M",78421733,1224632,37706,0,43577
3,JzSAlDB8lIY,Best Of Vishal Mishra | vishal mishra all songs| vishal mishra jukebox | vishal mishra hit song,295227,5235,157,0,102
4,WWXm39leYew,"LYRICAL: Kaise Hua | Kabir Singh | Shahid K, Kiara A, Sandeep V | Vishal Mishra, Manoj Muntashir",107979754,858899,28914,0,15587
5,qN5OXhQ_UWs,Kaise Hua |Vishal Mishra |Live | TKSS,18335564,547533,4620,0,10369
6,N9QtVOPlFqM,"Sajna Ve (Official Video) - Vishal Mishra, Lisa Mishra | Latest Love Song 2020 | VYRLOriginals",17210646,208884,4966,0,9085
7,gzmXpwF_MK4,MANJHA - Aayush Sharma &amp; Saiee M Manjrekar | Vishal Mishra | Riyaz Aly | Anshul Garg,57666127,1000513,40465,0,24508
8,TLsgzFTnaHQ,Vishal ने सुनाया अपने Singing का Journey | Indian Idol Season 6,1938433,45934,795,0,123
9,a6cJAFFQn_I,"Jaan Ban Gaye - Khuda Haafiz |Vidyut Jammwal| Shivaleeka Oberoi|Mithoon Ft Vishal Mishra, Asees Kaur",90724804,1269609,25768,0,29898
10,Z8FLxKbXt4A,VISHAL MISHRA LIVE PERFORMANCE ( MUST WATCH) | FULL VIDEO |,305389,8212,57,0,81
11,Wn8g2_jWXBQ,KITHE - Vishal Mishra | Vatsal Sheth &amp; Ishita Dutta | Babbu | Anshul Garg | latest Punjabi Song 2020,8922877,212622,6409,0,19196
12,jAS1PoQVV0w,Saregamapa Lil Champs I Vishal Mishra I Nai Lagda I Notebook Movie I Salman Khan,5727830,159633,1561,0,3213
13,SgUhzxnV37I,Full Video: Nai Lagda | Notebook | Zaheer Iqbal &amp; Pranutan Bahl | Vishal Mishra Asees Kaur,16700895,237162,4357,0,3719
14,6QoBpFUX6CE,Teri Hogaiyaan | Music Video | Vishal Mishra | Broken But Beautiful Season 2 | ALTBalaji,12041357,182492,1959,0,2115
15,tf3W-0IUelo,Jo Tu Na Mila | Vishal Mishra | Random Jam,214109,23331,123,0,595
16,YmpQVyf_Q7k,"Humko Tum Mil Gaye (Video) - Naresh Sharma ft.Vishal Mishra | Hina Khan, Dheeraj Dhoopar | Sayeed Q",37457783,937783,38940,0,43331
17,y627r2bdNK8,"Teri Hogaiyaan 2 - Official Song | Vishal Mishra, Sidharth Shukla, Sonia Rathee | ALTBalaji",3032907,86231,1667,0,5445
18,_Q0b5yKRp1E,Aaj Bhi | Vishal Mishra | VYRL Originals | Studio Version,1367345,69204,577,0,1701
19,TWfzLpR3Q_E,Jaane De - Full Video | Atif Aslam | Qarib Qarib Singlle | Irrfan I Parvathy | Vishal Mishra,32820195,255737,8088,0,8808
20,XU9y8SEzkcY,Teri Hogaiyaan | Music Video | Vishal Mishra | Broken But Beautiful Season 2 | Streaming Now On ZEE5,2126975,39255,381,0,369
21,mfHyDC8grCM,AGAR TUM SATH HO X HUMDARD - Unplugged | Vishal Mishra,1946545,47541,695,0,489
22,LJENftEtSYE,Vishal Mishra Live Singing Mashup,623859,9380,178,0,155
23,E1H_n3HdMU8,"Teri Hogaiyaan 2 - Broken But Beautiful 3 | Sidharth Shukla, Sonia Rathee | Vishal Mishra",965394,26985,918,0,1094
