,v_id,v_title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
6,CMm081GcpXU,കിറ്റ് മാത്രം മതിയോ?പിണറായിയെ വെറും ശൂ ആക്കി ശൈലജ ടീച്ചര്‍ l K K Shailaja,111404,2128,68,0,258
7,4P4Oa0pbZNQ,Beete Lamhein Lyrics | KK | The Train | Mithoon | Sayeed Qadri | Emraan Hashmi |,9485057,123716,3478,0,2862
8,LCfvYo3ILG0,KK - Yaaron,9831648,118170,2195,0,4277
9,B9bR8nLNoYk,Khuda के &#39;Dil Ibaadat&#39; Performance ने जीता KK का दिल! | Indian Idol,1119522,22758,1195,0,1276
10,sddTKvsHVTo,Tu Hi Meri Shab Hai  - K. K. - Emraan Hashmi - Kangna Ranaut - Gangster [2006],25516081,134031,6729,0,3813
11,Ged9xqi_MRg,Best of KK | Jukebox | Best Bollywood Songs of KK | KK Hit Songs,1835388,16910,990,0,487
12,-FP2Cmc7zj4,"Lyrical: Labon Ko | Bhool Bhulaiyaa | Pritam | K.K.| Akshay Kumar, Shiney Ahuja, Vidya Balan",11575254,109517,3840,0,3453
13,NUqlCJTYu6I,KK - Pyaar Ke Pal,5763457,87116,1484,0,4304
14,-5dihR-8KJU,"KK live &quot;TADAP TADAP ke&quot; performance, indian idol junior 2, 2015",3840803,49548,1434,0,1890
15,BAeGLiBZuiQ,"Dil Ibaadat Full Video - Tum Mile|Emraan Hashmi,Soha Ali Khan|Pritam|KK|Sayeed Quadri",35929080,458940,12549,0,13810
16,vGkqbfSdnj8,കിറ്റ് മാത്രം മതിയോ ജീവിക്കാന്‍? സഭയില്‍ തുറന്നടിച്ച് കെകെ ശൈലജ l K K Shailaja,10380,185,10,0,51
17,aw0s2KaoA2Q,"Tu Aashiqui Hai Full Video - Jhankaar Beats|KK|Vishal &amp; Shekhar| Sanjay Suri, Juhi Chawla",9341838,85842,2060,0,3116
18,cmMiyZaSELo,"Khuda Jaane | Full Song | Bachna Ae Haseeno | Ranbir Kapoor, Deepika | Vishal &amp; Shekhar, KK, Shilpa",88478685,481295,20635,0,14188
19,V1fbOsHBlZE,"Haan Tu Hain Full Video - Jannat|Emraan Hashmi, Sonal Chauhan|KK|Pritam|Sayeed Quadri",74049914,564460,28642,0,13792
20,fvi8r9fSHts,kk live at airtel mirchi music awards 2010,1026417,16521,321,0,1462
21,5IY4BNj0-10,"Zara Sa Full Video - Jannat|Emraan Hashmi, Sonal|KK|Pritam|Sayeed Quadri|Mahesh Bhatt",33020605,397714,10614,0,9639
22,ZNbE-PfI6jk,"Tujhe Sochta Hoon Audio Song - Jannat 2|Emraan Hashmi, Esha|KK|Pritam|Sayeed Quadri",29008485,198619,9314,0,4905
23,RPq-Emkjp0M,Khalnayak 🔥 Kk Banjo New Song |  खलनायक हु मे | 🎤 गायक - किशोर जावळे | पॅड मास्टर- पवनकुमार,270918,1519,134,0,90
24,wqLc6ZCZhEE,"1000 രൂപ ആരെ ബോധ്യപ്പെടുത്താന്‍, പിണറായിക്കെതിരെ ശൈലജ ടീച്ചര്‍; വീഡിയോ കാണാം | K K Shailaja",4991,259,10,0,27
25,9i1Ri8kPoec,"&#39;Tu Jo Mila&#39; Full Song with LYRICS - K.K. Pritam | Salman Khan, Harshaali | Bajrangi Bhaijaan",21145052,212925,7380,0,5800
26,maKDIvUVkQo,"Kites  &quot;Dil Kyun Yeh Mera Shor Kare&quot; Full Song (HD) | Hrithik Roshan, Bárbara Mori",47409491,432062,12428,0,8514
27,lUPltG1hb3k,"Zara Sa Lyric Video - Jannat|Emraan Hashmi, Sonal Chauhan|KK|Pritam|Sayeed Quadri",53769079,376754,16712,0,9781
28,Zxs6Y9EuvBY,K K Shailaja ഇനി പച്ചയ്‌ക്ക് തീർക്കാൻ തന്നെ.,76976,1508,58,0,159
29,GKBW3qbeN0Q,Filhaal 2 Mohabbat | Triangle love story  | Akshay Kumar | BPraak | love story | KK production,9233,212,19,0,22
30,AoqdNFqcI1w,ഈ പ്രസംഗം ഒന്നു കേൾക്കു |ഇതിൽ എവിടെയാണ് ശൈലജ ടീച്ചർ|സർക്കാരിനെ വിമർശിക്കുന്നത്|K K SHAILAJA|PINARAYI,2276,35,0,0,8
31,zkyu9MWq-Ek,【投資家KKメルマガ】まぐまぐが違法メルマガ認定でメルマガ代を全額返金へ…,3478,172,11,0,15
32,HbPq2jx10pE,Singer KK in Indian idol 2017 Singing Yaaron,386398,7307,85,0,457
33,hSAJfJc25DU,വെള്ളിടിയായി വീണ്ടും കെകെ രമ.. I KK Rema speech in niyamasabha against Kerala government,297507,6798,265,0,666
34,lFTvSKnvW9s,【クラロワ】天界まであと一勝...行くぜ！生マルチ！,8449,203,8,0,46
35,JeGBNhyJeE4,"Full Song: Kal Ki Hi Baat Hai | CHHICHHORE | Sushant, Shraddha | KK, Pritam, Amitabh Bhattacharya",9046117,181622,2321,0,9400
36,he9WZt_thM8,【クラロワ】ファイスピきつい...久しぶりにテスラ枯渇で地獄環境生マルチ！,24842,447,4,0,86
37,Y2muJRKiMlQ,KASIMIR1441 - KK (OFFICIAL VIDEO),11314316,221820,16785,0,9358
38,EB25MOJIHRQ,"Humko Pyaar Hua Lyrical Video | Ready Ft. Salman, Asin | Tulsi Kumar, KK | Pritam",26794865,181283,9946,0,4222
39,ozNJ2cXjrXk,"Lyrics:Sajde Kiye Hain Lakhon Full Song | K K, Sunidhi Chauhan | Pritam | Irshad Kamil",4653522,106365,1784,0,2674
40,vY0jxOCLbzQ,#2021/07/25 KK母子問題新情報来た‼️ 緑のタヌキ国政復帰など【定例ライブ】,96821,3824,148,0,225
41,yFqIejb6nR0,കൊവിഡില്‍ ജനം പട്ടിണിയിലെന്ന് കെകെ ശൈലജ|K K SHAILAJA,1696,27,1,0,2
42,3PqxT1VqyNc,Laapata - Full Song | Ek Tha Tiger | Salman Khan | Katrina Kaif | KK | Palak Muchhal,39584461,170477,9605,0,4972
43,YB_3lF2PpNo,priti ch zul zul pani प्रीतीच झुळ झुळ पाणी #kk #banjo गायक किशोर जावळे,535837,2600,257,0,125
44,bmyv0nRkDmc,"Aashayein Lyrical Song Video - Iqbal | Naseeruddin Shah, Shreyas Talpade | KK &amp; Salim Merchant",15079091,205134,5577,0,7537
45,Bq3l3A88-pc,Sukhraj Maan | Ru-B-Ru Full Song| New Punjabi Song | Kk Music 2021,1087141,3231,44,0,178
46,cM0fHPZptS8,#New_Song त्या जेजुरी गडाला होत भांडाऱ्याच सोनं  | KK Banjo Telangshi,58770,765,38,0,87
47,a08Mirl17Zo,RARA LIDA OTW SYUTING PROGRAM BARU GUYS WAHH BEST || LIVE BARENG KK AWAN DAN AYAH KEJORA NIE,4990,202,4,0,31
48,E_Jxlwh0MFw,PASTOR REACT APRENDEU COM O MESTRE KK | KIMETSU NO YAIBA EM TIRINHAS E QUADRINHOS | Memes em Imagens,11588,1478,13,0,46
49,OED_JIK4SKI,RIP Kenneth Kaunda | Dr. KK&#39;s biography,50932,560,18,0,75
,v_id,v_title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
0,kqfCCxPnwSA,Best of Pritam Songs 2018 | TOP 20 SONGS | Pritam Chakraborty Audio Jukebox,3751138,28256,2011,0,465
1,S3pLJi7PN5E,Best of Pritam Songs 2020 //  Pritam Chakraborty Audio Jukebox 2020,382395,3382,270,0,93
2,L3I7t_4nUEU,Best of Pritam Songs 2020 | TOP 20 SONGS | Pritam Chakraborty Audio Jukebox HOT,380496,2987,251,0,43
3,j3PJsWDCd6M,Pritam Performance Arijit Singh &amp; Aditi Singh Sharma   YouTube,13859001,133873,5885,0,3794
4,uyFpq9sTjp4,IIFA Awards - Pritam Live Performance,5896584,52201,2219,0,1211
5,EEnB3vDN9AI,"In Dino Full Video - Life in a Metro|Kangna Ranaut,Shilpa Shetty,Konkona|Soham|Pritam",65181409,365984,13837,0,9965
6,vGHa_VcAIxM,Shayad | Lockdown Version | Pritam | Arijit,7654676,241232,2805,0,11145
7,POkk5qrsb9M,Pritam at GIMA live 2015,4069468,40045,1316,0,1090
8,UFe50-Z4hMk,Maa VS Chele Episode 2 : Pritam Holme Chowdhury : Zeffar : Hcritam,12595962,128566,18467,0,5957
9,sCFLwuOnaJ8,pritam holme &amp; sanjay das special comedy video | funny video 😂 😂 by maza fun,1670276,,,0,149
10,RjZH2OeX-Xs,JamaiSasthi te Fosti Nosti | Pritam Holme Chowdhury | Zeffar | Binany Giveaway,9227395,105490,14360,0,3230
11,jz4l1G45tqk,Tiktokers Reaction on Tiktok Ban | Pritam Holme Chowdhury | Zeffar,4304113,218349,8166,0,3245
12,p_dtI2bLWhY,Pritam - Mat Aazma Re Full Video|Murder 3|Randeep Hooda|Aditi Rao|KK|Sayeed Quadri,48634224,539739,14050,0,8729
13,eG-vPIIXY1o,Dada VS Boudi | Pritam Holme Chowdhury | Zeffar,12932080,111724,19012,0,3641
14,UhYRlI_bpJQ,Marshmello x Pritam - BIBA feat. Shirley Setia &amp; Shah Rukh Khan (Official Music Video),69231052,1760207,61647,0,77040
15,mavbvQo9p6M,Student Credit Card Kelankari | Zeffar | Pritam Holme Chowdhury,336980,15480,503,0,558
16,tUDW5RzmCAk,Pritam Ni - Priya Saraiya | Wedding Song,393957,6155,64,0,379
17,3RKlFQIdQA4,Atithi Naki Aatankwadi : Pritam Holme Chowdhury : zeffar : Avijit Chakraborty,6045097,63640,7971,0,2670
18,oTz7MrpdcX0,Best of Romance Love Story#Sadri Nagpuri Song 2021 || Singer Kumar Pritam || New Nagpuri Song,6746128,18044,5080,0,277
19,idYc6vA2Dlc,BOYS VS GIRLS || Pritam Holme Chowdhury || Zeffar,6712380,114957,9064,0,3201
20,P-ripJwyn9Y,chocolate cake challenge | Zeffar | Pritam Holme Chowdhury,444749,9251,771,0,356
21,ajlCJsDtrqw,Pritam &amp; Zeffar Romantic video | Pritam Holme Chowdhury | Zeffar,1903878,101192,2745,0,2412
22,IeamHIsLa0g,Str company &amp; pritam Bangla comedy video | funny video 😂😂,1623456,18289,1373,0,143
23,68bKSpdpq48,Kolkata to Darjeeling Pritam er Shathe | Pritam Holme Chowdhury | Zeffar,1068509,34954,1815,0,1750
24,1tvLbTWybHM,pritam.. zeffar ..new DanceVideo 2020.. Hindi New Dance 2020,3015492,57689,3595,0,
25,kaSU7Jnqa14,Bhabhi Jindabad | Zeffar | Pritam Holme Chowdhury |,1325927,30538,1609,0,796
26,KCbRhnziTpM,Side-effect Of Raajneeti | Pritam Holme Chowdhury | Zeffar,5158364,74362,7584,0,3504
27,ehddH62MW8o,Kolkata to Digha Pritam er Shathe | Pritam Holme Chowdhury | Zeffar,3241727,81106,5565,0,3514
28,MJyKN-8UncM,Shayad - Love Aaj Kal | Kartik | Sara | Arushi | Pritam | Arijit Singh,196127395,2082675,73039,0,52522
29,DhcDbrhrR5s,Chele Vs Meye part-2  | Zeffar | Pritam Holme Chowdhury | Hcritam | Avijit,1747883,31300,2551,0,1028
30,iDWJ5r-UDHA,chocolate challenge || zeffar || pritam holme chowdhury,134691,5361,291,0,272
31,ifIJ3551HoU,Kolkata To Digha Part 2 | Zeffar | Pritam Holme Chowdhury,621535,17433,1182,0,810
32,EWLUQTjMm7k,Pritam ने उड़ाए Jeetendra के होश | Jeetendra Kumar | Celebrity Special | Mashup,15882151,89047,10091,0,949
33,74VaQYXb5yw,Pritam Pyaare Aur Woh - Episode 7 - 11th March 2014,11013098,32798,8432,0,1101
34,hYQbpEaiIZo,ফুচকা চ্যালেঞ্জ | Pritam Holme Chowdhury | Zeffar | Avijit | Gobindo,286253,9296,456,0,316
35,QAXSXjHVP2A,প্রিতমের মামাবাড়ি গিয়ে কি হলো দেখো! Pritam holme chowdhury | zeffar,215812,9116,242,0,359
36,5UrsJntnWgE,Pritam Pyaare Aur Woh - Episode 97 - 15th July 2014,1719002,8043,1300,0,356
37,QYO6AlxiRE4,"&quot;Subhanallah&quot;  Full Video Song | Yeh Jawaani Hai Deewani | Pritam | Ranbir Kapoor, Deepika Padukone",73358523,401458,13155,0,8696
38,059ob3SFJAs,my birthday vlog part -1|| zeffar ||pritam holme chowdhury || ashwariya mukherjee,318150,8784,502,0,777
39,Oq1eUvaJtBQ,Madan Mitra&#39;s fight with his wife | Pritam Holme Chowdhury | Zeffar,5244177,249505,7658,0,6135
40,Q7F6ZlEoIUI,Haanikaarak Bapu - Full Video | Dangal | Aamir Khan | Pritam | Amitabh B | Sarwar &amp; Sartaz Khan,176296365,723561,104520,0,15492
41,W1g9h7Cf6_o,kalipujo special❤️ | lokkhipujo | vaifota |  Pritam  holme chowdhury  |zeffar,868636,19801,1227,0,574
42,7DNYmfDAWAE,Uncut Scene Of JamaiSasthi te Fosti Nosti |  | Hcritam | Pritam Holme Chowdhury | Zeffar,174797,5604,187,0,141
43,KyzhmwHfzqA,রানু দি লাইট|zeffar|Pritam holme chowdhury,1307461,67377,1314,0,2089
44,Tb1pMS87Y0Q,Rannao korechi kintu @Pritam Holme Chowdhury tomar jonno 🌚😂@Ashwariya Mukherjee @Zeffar,124238,5518,189,0,214
45,T4QfCkqicdA,ice cream challenge | Pritam Holme Chowdhury | Zeffar,546557,8916,1150,0,585
46,8_iQmiZKBYA,কার কার মা এমন করে? pritam||zeffar,4889503,94656,9417,0,2113
47,WEgnvC6YcC0,Str company vs pritam Holmer  latest comedy video | viral funny videos,3129680,26973,2767,0,219
48,jHNNMj5bNQw,"&quot;Kabira Full Song&quot; Yeh Jawaani Hai Deewani | Pritam | Ranbir Kapoor, Deepika Padukone",273418324,1243305,45502,0,29783
49,9VHx1z0Xvjo,fuchka challenge || pritam holme chowdhury || zeffar,656321,13509,760,0,330
,v_id,v_title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
0,RAD2brFhZ0k,Vishal-Shekhar Give A Mesmerising Performance | Indian Idol Junior | Grand Finale,281088,3648,88,0,37
1,nbLIlOzK4AI,विशाल-शेखर की अदला बदली | The Kapil Sharma Show | Undekha Tadka | Comedy Videos,932937,11338,574,0,163
2,w9vUEcE3E8Y,Vishal Dadlani Romantic 💞 Hit Song💖 Collection || For More Song 👇|| TOP SONGS,577246,7812,313,0,105
3,CAHagot7RIQ,"&quot;Chammak Challo Song Making&quot; Feat. Akon, Vishal &amp; Shekhar",38007791,598250,12447,0,15663
4,429qm2KzSII,"Sonu Nigam talk about vishal, shekhar  why he can&#39;t sing Vishal Shekhar  #peepoyefan",58625,1082,69,0,153
5,iQP2oMW9wws,HILARIOUS Talking Films Quiz With Vishal-Shekhar,129808,1358,29,0,34
6,kNlY7VKDdno,"Vele Full Video - SOTY|Sidharth Malhotra,Varun Dhawan|Vishal Dadlani,Shekhar Ravjiani",57186463,321290,14277,0,9248
7,gsapcIOtE-k,"Shekhar Ravjiani Family With Parents, Wife &amp; Daughter | Bollywood Gallery",121148,1024,70,0,31
8,J4_Tvq0LGDI,Vishal &amp; Shekhar Live!,777151,5592,205,0,134
9,19EyGhfCPIc,"Vishal Dadlani lifestyle 2020, Biography, Car, Income, Family, Net worth, G.T. FILMS",593696,6222,531,0,72
10,qsAaW4Uaqtg,Vishal Shekhar (Salaam Namastey ) Performance At Grafest 2015  +1080HD Part 1,259072,1527,62,0,31
11,rEQGsdsNDro,Vishal &amp; Shekhar Live Performance at Education City Kota | KOCA | Vishal Shekhar Party Songs,86693,1891,64,0,79
12,X6EkmntyCa4,Vishal And KK&#39;s Fabulous Performance On &#39;Tu Aashiqui Hai&#39;! | Indian Idol Junior 2,3658939,67673,1172,0,2669
13,B6CQdJvgFZs,Vishal-Shekhar&#39;S Dus Bahane (Audio) Jukebox | Best Of Vishal-Shekhar Bollywood Songs,206355,1338,146,0,40
14,ffPW144jiOQ,The Judges Give A Breathtaking Performance On &#39;Maa Tujhe Salaam&#39;! | Indian Idol Junior,942489,15416,288,0,69
15,GvvJeSeWJdI,Jag Ghoomeya - Times of Music Version | Sultan | Bappi Lahiri | Vishal and Shekhar | Irshad Kamil,467113,5811,1195,0,250
16,lbJ2WWznPPo,Vishal और Shanmukh ने दिया &#39;Udta Punjab&#39; पे Rocking Performance I Indian Idol Season 12,9635029,144872,5640,0,1647
17,qdBBw5sm9Vw,Himesh Rishamayya Fight with Vishal Shekar | Historical Fight | Sar e Gama |,70853,1044,88,0,104
18,CkMPRadN8ZU,Shekhar Ravjiani&#39;s Live Performance @Kota City | KOCA | Vishal Shekhar Hit Songs Live,67858,1566,59,0,68
19,3e8qO-6Vvbw,Vishal-Shekhar&#39;s Breathtaking Live Performance @Kota Carnival (KoCa) | Kota Coaching Fun Activities,35371,818,16,0,60
20,Pjk5Uxxw1GU,Sonu Nigam EXPOSED Dirty Truth of Indian Idol | Vishal Dadlani Angry Reply to Sonu | Sachai Ki Khoj,982001,23320,2038,0,2240
21,4nEL0czLTws,Vishal And Shekhar Join The Duo For &#39;The Disco Song&#39;! | Indian Idol Junior,16740,178,11,0,12
22,n0PoVxBMUyE,"Jaane Kyun Full Video - Dostana|John,Abhishek,Priyanka|Vishal Dadlani|Vishal &amp; Shekhar",26075902,178987,5316,0,3373
23,1Na8nKEUjYI,"Vishal &amp; Shekhar, Shahid Mallya, Nisha Mascarenhas, Marianne D&#39;cruz Aiman - Kukkad",113886826,549524,32980,0,17193
24,_sK_Uo9L3ds,"Shreya, Vishal And Shekhar Set The Stage On Fire | Indian Idol Junior | Grand Finale",2022766,22095,510,0,336
25,kZqH9Kfv6BI,"Vishal &amp; Shekhar, Shreya Ghoshal, Udit Narayan - Radha (Full Song Video)",476410705,1473926,217547,0,51286
26,sX2bYV6nSy4,हनुमान चालीसा | Hanuman Chalisa Full | Shekhar Ravjiani | Video Song &amp; Lyrics | Zee Music Devotional,79186598,566871,24947,0,24781
27,DY2mdu9_Ox4,How Does Auto-Tune Work? | Vishal Dadlani | Cheat Sheet,1043057,26182,553,0,1015
28,ZA9naRXA-gg,VISHAL - SHEKHAR TALKING ABOUT ARIJIT SINGH | AFTER GHUNGROO  SONG |,256577,4413,98,0,106
29,StiZ-uHhY_A,Vishal-Shekhar’s winning performance | Backbenchers | Flipkart Video | Official Promo​,35457,322,6,0,2
30,jZyAB2KFDls,Bang Bang Title Track Full Video | BANG BANG | Hrithik Roshan Katrina Kaif | Vishal Shekhar Benny D,151819228,589473,34470,0,22170
31,S9O1tyw3K7Q,Vishal Dadlani filed divorce from wife !,208256,860,80,0,19
32,0L1N8w_H06A,Vishal Dadlani | Shekhar Ravjiani | Sultan | Full Interview,104157,638,33,0,19
33,8R1vdNCyOss,Jay Adhyashakti Aarti | Ambe Ma Aarti |  Shekhar Ravjiani | जय आद्यशक्ति | Gujarati Aarti Song,1477961,14363,2015,0,437
34,TghENHYRi_w,Vishal Dadlani Romantic Songs // Hit Song Collection 2020,7341,93,3,0,0
35,l5zmVJEe2z4,Vishal ने &#39;Bang Bang&#39; पे दिया एक धमाकेदार Performance | India&#39;s Best Dancer,768912,10594,362,0,118
36,bbWktRkInYI,Jee Le Zara - Talaash | Vishal &amp; Shekhar - | Encore Night-INCIDENT &#39;15-NITK | High on colour,58264,1572,41,0,28
37,V9OTZTbhfAA,Priyanka ने किया Vishal-Shekhar के Performance को Enjoy! | Indian Idol Junior | Trending,20218,158,16,0,13
38,0UoJpcZaBOQ,Vishal Dadlani Shekhar Ravjiani Official Rj Urmin  MCM Fever FM   #SwagSeSwagat Interview,50422,549,19,0,15
39,VHrkxL3oG8I,PATHAN : Music Preparations Start | Vishal Dadlani confirms this Good News !,24979,1846,40,0,86
40,RyMbU-ZvPYI,Copycat Bollywood Music Directors | Vishal Shekhar Special | Copied Bollywood Songs | Ep 99 |,61274,1053,277,0,324
41,TYMmuhac6kE,"Tashan Mein | Full Song Audio | Tashan | Vishal Dadlani, Saleem | Vishal &amp; Shekhar | Piyush Mishra",1436933,12168,483,0,392
42,6tO-5ZUUDZE,Shanmukhpriya singing Kaminey | Indian Idol 2020 | HD Video | Vishal    and Shekhar |,7522,153,2,0,6
43,nDv9h6CDwUk,"Bin Tere (Reprise) Song - I Hate Luv Storys|Sonam Kapoor,Imran Khan|Shekhar Ravjiani",756817,10328,290,0,315
44,zMih8ZNY-nY,The Vamps Live Concert With Vishal Dadlani | Shekhar Ravjiani | Event Uncut,64200,785,21,0,56
45,2w9EJPdm7fQ,"Akshay Kumar&#39;s BALA Challenge | Neeti Mohan, Shakti Mohan, Vishal Dadlani | Housefull 4",1783648,21803,1276,0,571
46,Tl2cRkl9ivM,Vishal Dadlani Recording Song In Studio || Vishal Dadlani Kannada Songs || Andhar Bahar Title Track,6811,131,4,0,2
47,DXGCL1QWkqs,Arijit Singh Can SING ANYTHING | Vishal Dadlani | Shekhar Ravjiani,584853,6374,184,0,293
48,ibJusfHUHEk,Times of Music | Episode 4 | Bappi Lahiri | Vishal &amp; Shekhar | Saturday 27 June 2020 | MX Player,868760,284,15,0,8
49,57tisJGW3yc,WATCH: Music Composers Vishal-Shekhar Reveal How They Met &amp; React On Rumours Of Their Break Up,15812,145,7,0,3
,v_id,v_title,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
0,0u496MOkWuw,"Devon Ke Dev | Hansraj Raghuwanshi, Salim Sulaiman | Muheet Bharti | Shradha P | Merchant Records",187917,7693,92,0,352
1,_w83EIcjjlg,Ali Maula - Kurbaan | Salim Sulaiman Live | Jubilee Concert Mumbai,15556883,270454,7754,0,12616
2,m1k5DEfMCDc,Chanda Jhaanke - Official Video | Hansraj Raghuwanshi | Salim Sulaiman | Shradha | Merchant Records,5904601,269846,3931,0,8211
3,Ebt89uXDOzQ,"Haq Ali - Bhoomi 2020 | Salim Sulaiman | Salman Ali, Raj Pandit, Vipul Mehta | Kamal Haji | New Song",33777862,550480,36847,0,22129
4,pv_fhiXaAf4,Off The Record | Salim Merchant feat. Sukhwinder Singh | Epsiode 8,69974,2879,26,0,159
5,VfQ0TrJIg90,"Babuni Tere Rang Mein | Pawan Singh, Tridha, Sharvi | Dr Sagar | Salim Sulaiman | Merchant Records",14846193,412363,35257,0,166098
6,4VFeKbyUsPs,Shukran Allah - Full Song | Salim Sulaiman Live | 9XM On Stage,1270005,23000,461,0,493
7,oz2Q_0-p9Kc,Off The Record | Salim Merchant feat. Shankar Mahadevan  | Epsiode 5,145618,5091,50,0,229
8,nSgV3flS_EY,Off The Record | Salim Merchant feat. Shaan | Episode 6,90571,4064,38,0,388
9,C2mcLsxMGbA,Dua Saware T-Series Mixtape l Neeti Mohan Salim Merchant l Bhushan Kumar l Ahmed Khan l Abhijit V,41173432,294879,9666,0,6313
10,MLPGHm328Rg,Kurbaan Hua - Kurbaan | Salim-Sulaiman | Bohemia &amp; Raftaar | No.1 Yaari Jam,4954136,163716,4193,0,3351
11,lEzvBhxqKIs,Off The Record | Salim Merchant feat. Shreya Ghoshal | Epsiode 1,455816,11949,143,0,728
12,03UtI3XNGe0,The Kapil Sharma Show - Famous Musical Jodi Salim - Sulaiman Episode Uncensored | Salim &amp; Sulaiman,1039137,18350,1388,0,621
13,UECIatP_hnc,Haareya | Salim Merchant ft. Raftaar | Mtv Hustle | Salim Sulaiman,8413921,181849,3748,0,2399
14,TxqbPX_yBd8,"Jazaak Allah | Javed Ali, Salim Sulaiman | Irfan Siddiqui | Merchant Records | Eid 2021",1070001,53946,534,0,2624
15,jHP6Dd3KE7U,"Tumhe Dekh Ke - Official Video | Salman Ali, Mateena | Salim Sulaiman | Shradha P | Merchant Records",5659536,251227,6432,0,6709
16,GZ8Ln8j64cY,Best of Salim Sulaiman - Audio Jukebox |Salim- Sulaiman Top songs,728732,6017,281,0,182
17,pLtQ1riC1tc,Aaj Raaj Mubarak | Imamat Day 2021 | Salim Merchant | Salim Sulaiman,49473,2894,49,0,253
18,FusnLkDaewU,Salim Sulaiman shocking revelations on the Music Industry!😱,78502,2278,48,0,85
19,mp4dtCAn51U,T-series Mixtape with Neeti Mohan and Salim Merchant,9868669,61335,2581,0,1090
20,-4NRBrxOKic,O Re Piya | Salim Sulaiman Live Ft Vipul Mehta | 9XM On Stage,6899718,110789,2890,0,2939
21,p56UMzGcdNw,Noor E Ilahi - Official Music Video | Salim Sulaiman | Abida Parveen | Pankaj Tripathi,17847454,158813,6124,0,5857
22,ZXQKChk2S2w,Maalik Mere | Official Video | Salim Sulaiman | Team 07 | Raj Pandit | Vipul Mehta | Salman Ali,4009536,315637,100363,0,26031
23,ZCubHEHKkhk,Chak De India | Salim Sulaiman Live | 9XM On Stage,1745371,24007,515,0,568
24,dEqhy1PnKx8,Haareya | Lost In Love: A Musical Trilogy | Salim Sulaiman | Gaana Originals,5021916,48745,6312,0,1383
25,uZ54AhwrzBM,Dua Saware Video (Lyrics) | T-Series Mixtape l Neeti Mohan | Salim Merchant | Romantic Songs 2017,2098926,19457,905,0,503
26,hOVYQoPWldk,Ya Khuda | Salim Sulaiman | Maher Zain | Official Video | Eid 2019,2653956,68159,1290,0,2736
27,7F2xKB2iop4,Salim Sulaiman Live at IIFA Rocks,175722,3174,110,0,59
28,_3y34b7N3g0,Off The Record | Salim Merchant feat. Sunidhi Chauhan | Epsiode 3,277215,6914,95,0,430
29,kzLaHFgHi-M,Salim–Sulaiman के हरकतों ने किया सबको Entertain! | The Kapil Sharma Show Season 2 | Best Moments,516257,9012,296,0,76
30,sXu2xLWwLgo,Salim Sulaiman: ‘Pakistani Composer accused us of COPYING him!’🔥,17282,620,14,0,41
31,ApRQBKglRFg,Date Kar Le | CarryMinati | Romy | Dhiren | Shradha | Salim - Sulaiman | Merchant Records,7602399,644558,36890,0,27833
32,4CYZ4bpK35o,Maher Zain &amp; Salim-Sulaiman - Ya Khuda (O God) | Music Video,4615884,109805,2086,0,6332
33,w1sqYgnwEqI,"Bismillah - Salim - Sulaiman, Kailash Kher, Munawar Masoom - Coke Studio @ MTV, Season 3",20252263,129609,6510,0,7587
34,f7CVnhhQHTo,O Re Piya || Kapil Sharma Show || Kapil sharma || Salim merchant || Suleman merchant,55459,1675,20,0,33
35,0F-OI9iWx3g,Muraliya - Bhoomi 2020 | Salim Sulaiman | Shreya Ghoshal | Shradha | Merchant Rec | New Song 2021,28188659,137740,27599,0,10424
36,1NGkbema9qw,"The Kapil Sharma Show - दी कपिल शर्मा शो - Ep - 101- Salim Sulaiman In Kapil’s Show - 29th Apr, 2017",3468545,27091,15268,0,1580
37,IHdj5vHOhbc,"Kapil Welcomes Salim &amp; Sulaiman To The Show - The Kapil Sharma Show - 29th Apr, 2017",528908,6503,260,0,61
38,yjL4fonmTpM,Maher Zain &amp; Salim-Sulaiman - Ya Khuda (O God) | Music Video &amp; On-Screen Lyrics,1226282,31626,500,0,1797
39,ZTW9LVzx-oY,Off The Record | Salim Merchant feat. Harshdeep Kaur | Epsiode 7,33347,1532,19,0,102
40,gIJyxNMdRdI,Follow Me | Lost In Love: A Musical Trilogy | Salim Sulaiman | Gaana Originals,3375631,16241,1573,0,764
41,4zV1do7Aa0g,Off The Record | Salim Merchant feat. Raftaar | Epsiode 2,132169,11907,185,0,752
42,ZQ7eh7--QN8,Kaash Tum Mere Hote | Salim-Sulaiman | Darshan Raval | Sukriti Kakar | Jammin&#39; Season 2,3085742,7905,257,0,258
43,6hjVbxPmeX4,Bismillah | Salim Sulaiman Live | Jubilee Concert Mumbai,3572219,49694,1556,0,2490
44,MorDpMyWfpQ,Salim Sulaiman Live | Jonita Gandhi | Raj Pandit | Vipul Mehta | 9XM On Stage | Full Episode,1304389,12883,443,0,360
45,98LpK_KDWZA,Off The Record | Salim Merchant feat. Jonita Gandhi | Epsiode 4,100722,2970,62,0,161
46,1UuJgn3yuOg,"Padharo Mawla | Salim Sulaiman ft Ustad Rahat Fateh Ali Khan, Jonita Gandhi, Vipul Mehta, Raj Pandit",2986993,30881,1630,0,2033
